,SEQ_NAME,START,END,STRAND,FEATURE_NAME,GENE_NAME,ALIASES,DESCRIPTION,TXN_START,TXN_END,CDS_START,CDS_END,EXON_COUNT,EXON_STARTS,EXON_ENDS,ISOFORM_NAME,IS_PRIMARY,Adjusted_End,UTR_START,UTR_END
642,NC_000964.3,601019,601726,+,BSU05540,ydfS,gene,,601019,601726,601019,601726,1,601019,601726,Y,,601726,601727,601726
646,NC_000964.3,603012,603599,+,BSU05580,ydgC,gene,,603012,603599,603012,603599,1,603012,603599,Y,,603940,603941,603940
647,NC_000964.3,603596,603940,+,BSU05590,ydgD,gene,,603596,603940,603596,603940,1,603596,603940,Y,,603940,603941,603940
648,NC_000964.3,604103,604576,+,BSU05600,ydgE,gene,,604103,604576,604103,604576,1,604103,604576,Y,,604576,604577,604576
653,NC_000964.3,608933,609391,+,BSU05640,ydgG,gene,,608933,609391,608933,609391,1,608933,609391,Y,,612045,612046,612045
654,NC_000964.3,609388,612045,+,BSU05650,ydgH,gene,,609388,612045,609388,612045,1,609388,612045,Y,,612045,612046,612045
657,NC_000964.3,613641,614849,+,BSU05680,ydgK,gene,,613641,614849,613641,614849,1,613641,614849,Y,,614849,614850,614849
659,NC_000964.3,615871,616545,+,BSU05700,ydhC,gene,,615871,616545,615871,616545,1,615871,616545,Y,,616545,616546,616545
660,NC_000964.3,616672,617934,+,BSU05710,ydhD,gene,,616672,617934,616672,617934,1,616672,617934,Y,,617934,617935,617934
661,NC_000964.3,618095,619282,+,BSU05720,ydhE,gene,,618095,619282,618095,619282,1,618095,619282,Y,,619282,619283,619282
664,NC_000964.3,621847,622218,+,BSU05750,ydhG,gene,,621847,622218,621847,622218,1,621847,622218,Y,,622218,622219,622218
667,NC_000964.3,623373,624350,+,BSU05780,ydhJ,gene,,623373,624350,623373,624350,1,623373,624350,Y,,624350,624351,624350
668,NC_000964.3,624492,625109,+,BSU05790,ydhK,gene,,624492,625109,624492,625109,1,624492,625109,Y,,625109,625110,625109
670,NC_000964.3,626622,626933,+,BSU05810,gmuB,gene,,626622,626933,626622,626933,1,626622,626933,Y,,630027,630028,630027
671,NC_000964.3,626933,627265,+,BSU05820,gmuA,gene,,626933,627265,626933,627265,1,626933,627265,Y,,630027,630028,630027
672,NC_000964.3,627284,628612,+,BSU05830,gmuC,gene,,627284,628612,627284,628612,1,627284,628612,Y,,630027,630028,630027
673,NC_000964.3,628630,630027,+,BSU05840,gmuD,gene,,628630,630027,628630,630027,1,628630,630027,Y,,630027,630028,630027
674,NC_000964.3,630170,630883,+,BSU05850,gmuR,gene,,630170,630883,630170,630883,1,630170,630883,Y,,633862,633863,633862
675,NC_000964.3,630912,631811,+,BSU05860,gmuE,gene,,630912,631811,630912,631811,1,630912,631811,Y,,633862,633863,633862
676,NC_000964.3,631808,632755,+,BSU05870,gmuF,gene,,631808,632755,631808,632755,1,631808,632755,Y,,633862,633863,633862
677,NC_000964.3,632774,633862,+,BSU05880,gmuG,gene,,632774,633862,632774,633862,1,632774,633862,Y,,633862,633863,633862
678,NC_000964.3,635110,635186,+,BSU_TRNA_79,trnE-Arg,tRNA,,635110,635186,635110,635186,1,635110,635186,Y,,635273,635274,635273
679,NC_000964.3,635200,635273,+,BSU_TRNA_80,trnE-Gly,tRNA,,635200,635273,635200,635273,1,635200,635273,Y,,635273,635274,635273
680,NC_000964.3,635433,636987,+,BSU_RRNA_30,rrnE-16S,rRNA,,635433,636987,635433,636987,1,635433,636987,Y,,636987,636988,637053
681,NC_000964.3,637155,640082,+,BSU_RRNA_12,rrnE-23S,rRNA,,637155,640082,637155,640082,1,637155,640082,Y,,640481,640482,640481
682,NC_000964.3,640138,640254,+,BSU_RRNA_13,rrnE-5S,rRNA,,640138,640254,640138,640254,1,640138,640254,Y,,640481,640482,640481
683,NC_000964.3,640268,640344,+,BSU_TRNA_21,trnE-Met,tRNA,,640268,640344,640268,640344,1,640268,640344,Y,,640481,640482,640481
684,NC_000964.3,640405,640481,+,BSU_TRNA_22,trnE-Asp,tRNA,,640405,640481,640405,640481,1,640405,640481,Y,,640481,640482,640481
685,NC_000964.3,640662,641639,+,BSU05900,thiL,gene,,640662,641639,640662,641639,1,640662,641639,Y,,644298,644299,644298
686,NC_000964.3,641654,642130,+,BSU05910,ydiB,gene,,641654,642130,641654,642130,1,641654,642130,Y,,644298,644299,644298
687,NC_000964.3,642111,642800,+,BSU05920,ydiC,gene,,642111,642800,642111,642800,1,642111,642800,Y,,644298,644299,644298
688,NC_000964.3,642810,643265,+,BSU05930,rimI,gene,,642810,643265,642810,643265,1,642810,643265,Y,,644298,644299,644298
689,NC_000964.3,643258,644298,+,BSU05940,gcp,gene,,643258,644298,643258,644298,1,643258,644298,Y,,644298,644299,644298
691,NC_000964.3,646582,647094,+,BSU05960,moaC,gene,,646582,647094,646582,647094,1,646582,647094,Y,,648704,648705,648743
692,NC_000964.3,647091,647738,+,BSU05970,ydiH,gene,,647091,647738,647091,647738,1,647091,647738,Y,,648704,648705,648743
693,NC_000964.3,647760,647933,+,BSU05980,tatAY,gene,,647760,647933,647760,647933,1,647760,647933,Y,,648704,648705,648743
694,NC_000964.3,647940,648704,+,BSU05990,tatCY,gene,,647940,648704,647940,648704,1,647940,648704,Y,,648704,648705,648743
697,NC_000964.3,649903,650187,+,BSU06020,groES,gene,,649903,650187,649903,650187,1,649903,650187,Y,,651868,651869,651989
698,NC_000964.3,650234,651868,+,BSU06030,groEL,gene,,650234,651868,650234,651868,1,650234,651868,Y,,651868,651869,651989
699,NC_000964.3,653432,653812,+,BSU06040,ydiM,gene,,653432,653812,653432,653812,1,653432,653812,Y,,653812,653813,653812
700,NC_000964.3,654071,654343,+,BSU06048,ydzU,gene,,654071,654343,654071,654343,1,654071,654343,Y,,654343,654344,654343
701,NC_000964.3,655223,656506,+,BSU06060,ydiO,gene,,655223,656506,655223,656506,1,655223,656506,Y,,657697,657698,657761
702,NC_000964.3,656528,657697,+,BSU06070,ydiP,gene,,656528,657697,656528,657697,1,656528,657697,Y,,657697,657698,657761
703,NC_000964.3,658495,658899,+,BSU_none_70,S214,ncRNA,,658495,658899,658495,658899,1,658495,658899,Y,,658899,658900,658899
704,NC_000964.3,659623,660564,+,BSU06090,ydiR,gene,,659623,660564,659623,660564,1,659623,660564,Y,,663027,663028,663027
705,NC_000964.3,660596,661627,+,BSU06100,ydiS,gene,,660596,661627,660596,661627,1,660596,661627,Y,,663027,663028,663027
706,NC_000964.3,661630,663027,+,BSU06110,ydjA,gene,,661630,663027,661630,663027,1,661630,663027,Y,,663027,663028,663027
707,NC_000964.3,663601,663936,+,BSU06120,ydjB,gene,,663601,663936,663601,663936,1,663601,663936,Y,,663936,663937,663936
708,NC_000964.3,664319,664669,+,BSU06130,ydjC,gene,,664319,664669,664319,664669,1,664319,664669,Y,,664669,664670,664669
710,NC_000964.3,667466,668527,+,BSU06150,gutB,gene,,667466,668527,667466,668527,1,667466,668527,Y,,671049,671050,671049
711,NC_000964.3,668601,669992,+,BSU06160,gutP,gene,,668601,669992,668601,669992,1,668601,669992,Y,,671049,671050,671049
712,NC_000964.3,670087,671049,+,BSU06170,ydjE,gene,,670087,671049,670087,671049,1,670087,671049,Y,,671049,671050,671049
713,NC_000964.3,671245,671928,+,BSU06180,pspA,gene,,671245,671928,671245,671928,1,671245,671928,Y,,674785,674786,674785
714,NC_000964.3,671994,673019,+,BSU06190,ydjG,gene,,671994,673019,671994,673019,1,671994,673019,Y,,674785,674786,674785
715,NC_000964.3,673019,673783,+,BSU06200,ydjH,gene,,673019,673783,673019,673783,1,673019,673783,Y,,674785,674786,674785
716,NC_000964.3,673814,674785,+,BSU06210,ydjI,gene,,673814,674785,673814,674785,1,673814,674785,Y,,674785,674786,674785
718,NC_000964.3,676442,677863,+,BSU06230,iolT,gene,,676442,677863,676442,677863,1,676442,677863,Y,,677863,677864,677863
720,NC_000964.3,679390,679761,+,BSU06250,ydjM,gene,,679390,679761,679390,679761,1,679390,679761,Y,,680873,680874,680873
721,NC_000964.3,679827,680873,+,BSU06260,ydjN,gene,,679827,680873,679827,680873,1,679827,680873,Y,,680873,680874,680873
729,NC_000964.3,686962,687834,+,BSU06320,yeaB,gene,,686962,687834,686962,687834,1,686962,687834,Y,,687834,687835,687834
730,NC_000964.3,688184,689146,+,BSU06330,yeaC,gene,,688184,689146,688184,689146,1,688184,689146,Y,,692577,692578,692577
731,NC_000964.3,689146,690342,+,BSU06340,yeaD,gene,,689146,690342,689146,690342,1,689146,690342,Y,,692577,692578,692577
732,NC_000964.3,690364,692577,+,BSU06350,yebA,gene,,690364,692577,690364,692577,1,690364,692577,Y,,692577,692578,692577
733,NC_000964.3,692740,694281,+,BSU06360,guaA,gene,,692740,694281,692740,694281,1,692740,694281,Y,,694281,694282,694338
734,NC_000964.3,694662,695984,+,BSU06370,pbuG,gene,,694662,695984,694662,695984,1,694662,695984,Y,,695984,695985,696023
735,NC_000964.3,696195,696998,+,BSU06380,yebC,gene,,696195,696998,696195,696998,1,696195,696998,Y,,696998,696999,697033
736,NC_000964.3,697157,697324,+,BSU06390,yebD,gene,,697157,697324,697157,697324,1,697157,697324,Y,,697324,697325,697324
737,NC_000964.3,697538,698092,+,BSU06400,yebE,gene,,697538,698092,697538,698092,1,697538,698092,Y,,698289,698290,698571
738,NC_000964.3,698092,698289,+,BSU06410,yebG,gene,,698092,698289,698092,698289,1,698092,698289,Y,,698289,698290,698571
739,NC_000964.3,698612,699100,+,BSU06420,purE,gene,,698612,699100,698612,699100,1,698612,699100,Y,,706871,706872,706871
740,NC_000964.3,699093,700235,+,BSU06430,purK,gene,,699093,700235,699093,700235,1,699093,700235,Y,,706871,706872,706871
741,NC_000964.3,700232,701527,+,BSU06440,purB,gene,,700232,701527,700232,701527,1,700232,701527,Y,,706871,706872,706871
742,NC_000964.3,701601,702326,+,BSU06450,purC,gene,,701601,702326,701601,702326,1,701601,702326,Y,,706871,706872,706871
743,NC_000964.3,702319,702573,+,BSU06460,purS,gene,,702319,702573,702319,702573,1,702319,702573,Y,,706871,706872,706871
744,NC_000964.3,702570,703253,+,BSU06470,purQ,gene,,702570,703253,702570,703253,1,702570,703253,Y,,706871,706872,706871
745,NC_000964.3,703237,705465,+,BSU06480,purL,gene,,703237,705465,703237,705465,1,703237,705465,Y,,706871,706872,706871
746,NC_000964.3,705441,706871,+,BSU06490,purF,gene,,705441,706871,705441,706871,1,705441,706871,Y,,706871,706872,706871
747,NC_000964.3,706973,708013,+,BSU06500,purM,gene,,706973,708013,706973,708013,1,706973,708013,Y,,711416,711417,711416
748,NC_000964.3,708010,708597,+,BSU06510,purN,gene,,708010,708597,708010,708597,1,708010,708597,Y,,711416,711417,711416
749,NC_000964.3,708594,710132,+,BSU06520,purH,gene,,708594,710132,708594,710132,1,708594,710132,Y,,711416,711417,711416
750,NC_000964.3,710148,711416,+,BSU06530,purD,gene,,710148,711416,710148,711416,1,710148,711416,Y,,711416,711417,711416
752,NC_000964.3,712019,713293,+,BSU06550,yecA,gene,,712019,713293,712019,713293,1,712019,713293,Y,,713293,713294,713293
754,NC_000964.3,713664,715406,+,BSU06560,yerA,gene,,713664,715406,713664,715406,1,713664,715406,Y,,716745,716746,716781
755,NC_000964.3,715433,716428,+,BSU06570,yerB,gene,,715433,716428,715433,716428,1,715433,716428,Y,,716745,716746,716781
756,NC_000964.3,716431,716745,+,BSU06580,yerC,gene,,716431,716745,716431,716745,1,716431,716745,Y,,716745,716746,716781
758,NC_000964.3,718622,719308,+,BSU06600,pcrB,gene,,718622,719308,718622,719308,1,718622,719308,Y,,724825,724826,724825
759,NC_000964.3,719370,721589,+,BSU06610,pcrA,gene,,719370,721589,719370,721589,1,719370,721589,Y,,724825,724826,724825
760,NC_000964.3,721613,723619,+,BSU06620,ligA,gene,,721613,723619,721613,723619,1,721613,723619,Y,,724825,724826,724825
761,NC_000964.3,723635,724825,+,BSU06630,yerH,gene,,723635,724825,723635,724825,1,723635,724825,Y,,724825,724826,724825
762,NC_000964.3,724987,725997,+,BSU06640,yerI,gene,,724987,725997,724987,725997,1,724987,725997,Y,,726828,726829,726828
763,NC_000964.3,726024,726828,+,BSU_none_71,S235,ncRNA,,726024,726828,726024,726828,1,726024,726828,Y,,726828,726829,726828
766,NC_000964.3,728616,728731,+,Leader_gatC,gatC_leader,riboswitch,,728616,728731,728616,728731,1,728616,728731,Y,,731939,731940,731972
767,NC_000964.3,728732,729022,+,BSU06670,gatC,gene,,728732,729022,728732,729022,1,728732,729022,Y,,731939,731940,731972
768,NC_000964.3,729038,730495,+,BSU06680,gatA,gene,,729038,730495,729038,730495,1,729038,730495,Y,,731939,731940,731972
769,NC_000964.3,730509,731939,+,BSU06690,gatB,gene,,730509,731939,730509,731939,1,730509,731939,Y,,731939,731940,731972
771,NC_000964.3,732916,736113,+,BSU06710,swrC,gene,,732916,736113,732916,736113,1,732916,736113,Y,,736113,736114,736149
772,NC_000964.3,736436,737347,+,BSU06720,yerQ,gene,,736436,737347,736436,737347,1,736436,737347,Y,,737347,737348,737420
773,NC_000964.3,737603,738982,+,BSU06730,yefA,gene,,737603,738982,737603,738982,1,737603,738982,Y,,738982,738983,738982
775,NC_000964.3,739878,740213,+,BSU06750,yefC,gene,,739878,740213,739878,740213,1,739878,740213,Y,,744738,744739,744738
776,NC_000964.3,740288,742927,+,BSU06760,yeeA,gene,,740288,742927,740288,742927,1,740288,742927,Y,,744738,744739,744738
777,NC_000964.3,742939,744738,+,BSU06770,yeeB,gene,,742939,744738,742939,744738,1,742939,744738,Y,,744738,744739,744738
778,NC_000964.3,744851,745999,+,BSU06780,yeeC,gene,,744851,745999,744851,745999,1,744851,745999,Y,,745999,746000,745999
783,NC_000964.3,749775,750797,+,BSU06820,yeeG,gene,,749775,750797,749775,750797,1,749775,750797,Y,,750797,750798,750797
784,NC_000964.3,750959,752089,+,BSU06830,rapH,gene,,750959,752089,750959,752089,1,750959,752089,Y,,752252,752253,752252
785,NC_000964.3,752079,752252,+,BSU06839,phrH,gene,,752079,752252,752079,752252,1,752079,752252,Y,,752252,752253,752252
786,NC_000964.3,752412,753131,+,BSU06840,yeeI,gene,,752412,753131,752412,753131,1,752412,753131,Y,,753131,753132,753163
787,NC_000964.3,753265,753702,+,BSU06850,yeeK,gene,,753265,753702,753265,753702,1,753265,753702,Y,,753702,753703,753702
788,NC_000964.3,753817,754401,+,BSU06860,yezE,gene,,753817,754401,753817,754401,1,753817,754401,Y,,755780,755781,755780
789,NC_000964.3,754480,754923,+,BSU06870,yesE,gene,,754480,754923,754480,754923,1,754480,754923,Y,,755780,755781,755780
790,NC_000964.3,754920,755780,+,BSU06880,yesF,gene,,754920,755780,754920,755780,1,754920,755780,Y,,755780,755781,755780
791,NC_000964.3,755907,756155,+,BSU06890,cotJA,gene,,755907,756155,755907,756155,1,755907,756155,Y,,756986,756987,756986
792,NC_000964.3,756139,756402,+,BSU06900,cotJB,gene,,756139,756402,756139,756402,1,756139,756402,Y,,756986,756987,756986
793,NC_000964.3,756417,756986,+,BSU06910,cotJC,gene,,756417,756986,756417,756986,1,756417,756986,Y,,756986,756987,756986
794,NC_000964.3,757111,757653,+,BSU06920,yesJ,gene,,757111,757653,757111,757653,1,757111,757653,Y,,757978,757979,757978
795,NC_000964.3,757676,757978,+,BSU06930,yesK,gene,,757676,757978,757676,757978,1,757676,757978,Y,,757978,757979,757978
796,NC_000964.3,758093,758722,+,BSU06940,yesL,gene,,758093,758722,758093,758722,1,758093,758722,Y,,761558,761559,761558
797,NC_000964.3,758719,760452,+,BSU06950,yesM,gene,,758719,760452,758719,760452,1,758719,760452,Y,,761558,761559,761558
798,NC_000964.3,760452,761558,+,BSU06960,yesN,gene,,760452,761558,760452,761558,1,760452,761558,Y,,761558,761559,761558
799,NC_000964.3,761662,762945,+,BSU06970,yesO,gene,,761662,762945,761662,762945,1,761662,762945,Y,,770113,770114,770113
800,NC_000964.3,762942,763871,+,BSU06980,yesP,gene,,762942,763871,762942,763871,1,762942,763871,Y,,770113,770114,770113
801,NC_000964.3,763875,764765,+,BSU06990,yesQ,gene,,763875,764765,763875,764765,1,763875,764765,Y,,770113,770114,770113
802,NC_000964.3,764781,765815,+,BSU07000,yesR,gene,,764781,765815,764781,765815,1,764781,765815,Y,,770113,770114,770113
803,NC_000964.3,765838,768123,+,BSU07010,yesS,gene,,765838,768123,765838,768123,1,765838,768123,Y,,770113,770114,770113
804,NC_000964.3,768137,768835,+,BSU07020,rhgT,gene,,768137,768835,768137,768835,1,768137,768835,Y,,770113,770114,770113
805,NC_000964.3,768828,769490,+,BSU07030,yesU,gene,,768828,769490,768828,769490,1,768828,769490,Y,,770113,770114,770113
806,NC_000964.3,769487,770113,+,BSU07040,yesV,gene,,769487,770113,769487,770113,1,769487,770113,Y,,770113,770114,770113
807,NC_000964.3,770234,772096,+,BSU07050,yesW,gene,,770234,772096,770234,772096,1,770234,772096,Y,,773980,773981,773980
808,NC_000964.3,772142,773980,+,BSU07060,yesX,gene,,772142,773980,772142,773980,1,772142,773980,Y,,773980,773981,773980
809,NC_000964.3,774138,774791,+,BSU07070,yesY,gene,,774138,774791,774138,774791,1,774138,774791,Y,,779407,779408,779407
810,NC_000964.3,774799,776790,+,BSU07080,yesZ,gene,,774799,776790,774799,776790,1,774799,776790,Y,,779407,779408,779407
811,NC_000964.3,776834,779407,+,BSU07090,yetA,gene,,776834,779407,776834,779407,1,776834,779407,Y,,779407,779408,779407
812,NC_000964.3,779529,781037,+,BSU07100,lplA,gene,,779529,781037,779529,781037,1,779529,781037,Y,,785076,785077,785076
813,NC_000964.3,781092,782048,+,BSU07110,lplB,gene,,781092,782048,781092,782048,1,781092,782048,Y,,785076,785077,785076
814,NC_000964.3,782062,782949,+,BSU07120,lplC,gene,,782062,782949,782062,782949,1,782062,782949,Y,,785076,785077,785076
815,NC_000964.3,782958,784298,+,BSU07130,lplD,gene,,782958,784298,782958,784298,1,782958,784298,Y,,785076,785077,785076
816,NC_000964.3,784381,785076,+,BSU07140,yetF,gene,,784381,785076,784381,785076,1,784381,785076,Y,,785076,785077,785076
820,NC_000964.3,787715,787882,+,BSU07190,yezD,gene,,787715,787882,787715,787882,1,787715,787882,Y,,787882,787883,787882
821,NC_000964.3,787992,788636,+,BSU07200,yetJ,gene,,787992,788636,787992,788636,1,787992,788636,Y,,789628,789629,789628
822,NC_000964.3,788636,789628,+,BSU07210,yetK,gene,,788636,789628,788636,789628,1,788636,789628,Y,,789628,789629,789628
824,NC_000964.3,790318,791427,+,BSU07230,yetM,gene,,790318,791427,790318,791427,1,790318,791427,Y,,791427,791428,791427
826,NC_000964.3,792682,795867,+,BSU07250,yetO,gene,,792682,795867,792682,795867,1,792682,795867,Y,,795867,795868,795867
827,NC_000964.3,796314,798233,+,BSU07260,ltaSA,gene,,796314,798233,796314,798233,1,796314,798233,Y,,798233,798234,798285
828,NC_000964.3,798469,799233,+,BSU07270,yfnH,gene,,798469,799233,798469,799233,1,798469,799233,Y,,803286,803287,803286
829,NC_000964.3,799303,800208,+,BSU07280,yfnG,gene,,799303,800208,799303,800208,1,799303,800208,Y,,803286,803287,803286
830,NC_000964.3,800232,801143,+,BSU07290,yfnF,gene,,800232,801143,800232,801143,1,800232,801143,Y,,803286,803287,803286
831,NC_000964.3,801172,802350,+,BSU07300,yfnE,gene,,801172,802350,801172,802350,1,801172,802350,Y,,803286,803287,803286
832,NC_000964.3,802351,803286,+,BSU07310,yfnD,gene,,802351,803286,802351,803286,1,802351,803286,Y,,803286,803287,803286
836,NC_000964.3,807091,808548,+,BSU07350,yfmT,gene,,807091,808548,807091,808548,1,807091,808548,Y,,809422,809423,809422
837,NC_000964.3,808562,809422,+,BSU07360,yfmS,gene,,808562,809422,808562,809422,1,808562,809422,Y,,809422,809423,809422
838,NC_000964.3,809557,811446,+,BSU07370,yfmR,gene,,809557,811446,809557,811446,1,809557,811446,Y,,811446,811447,811446
839,NC_000964.3,811569,812015,+,BSU07380,yfmQ,gene,,811569,812015,811569,812015,1,811569,812015,Y,,812015,812016,812060
840,NC_000964.3,812140,812562,+,BSU07390,yfmP,gene,,812140,812562,812140,812562,1,812140,812562,Y,,813818,813819,813818
841,NC_000964.3,812628,813818,+,BSU07400,yfmO,gene,,812628,813818,812628,813818,1,812628,813818,Y,,813818,813819,813818
842,NC_000964.3,814109,814264,+,BSU07410,yfmN,gene,,814109,814264,814109,814264,1,814109,814264,Y,,814264,814265,814264
844,NC_000964.3,816113,817243,+,BSU07430,yfmL,gene,,816113,817243,816113,817243,1,816113,817243,Y,,817757,817758,817757
845,NC_000964.3,817311,817757,+,BSU07440,yfmK,gene,,817311,817757,817311,817757,1,817311,817757,Y,,817757,817758,817757
847,NC_000964.3,818976,820073,+,BSU_none_72,S253,ncRNA,,818976,820073,818976,820073,1,818976,820073,Y,,820073,820074,820073
849,NC_000964.3,820729,820800,+,BSU_none_3,S254,gene,,820729,820800,820729,820800,1,820729,820800,Y,,822330,822331,825446
850,NC_000964.3,820867,822330,+,BSU07480,yfmG,gene,,820867,822330,820867,822330,1,820867,822330,Y,,822330,822331,825446
856,NC_000964.3,827252,827419,+,BSU07540,yfmA,gene,,827252,827419,827252,827419,1,827252,827419,Y,,827802,827803,827802
857,NC_000964.3,827455,827802,+,BSU07550,yflT,gene,,827455,827802,827455,827802,1,827455,827802,Y,,827802,827803,827802
858,NC_000964.3,827993,829255,+,BSU07560,pel,gene,,827993,829255,827993,829255,1,827993,829255,Y,,829255,829256,829255
859,NC_000964.3,829382,830818,+,BSU07570,yflS,gene,,829382,830818,829382,830818,1,829382,830818,Y,,830818,830819,830818
860,NC_000964.3,830945,832573,+,BSU07580,citS,gene,,830945,832573,830945,832573,1,830945,832573,Y,,834187,834188,834187
861,NC_000964.3,832545,833225,+,BSU07590,citT,gene,,832545,833225,832545,833225,1,832545,833225,Y,,834187,834188,834187
862,NC_000964.3,833228,834187,+,BSU07600,yflP,gene,,833228,834187,833228,834187,1,833228,834187,Y,,834187,834188,834187
863,NC_000964.3,834383,835684,+,BSU07610,citM,gene,,834383,835684,834383,835684,1,834383,835684,Y,,836534,836535,836534
864,NC_000964.3,835740,836534,+,BSU07620,yflN,gene,,835740,836534,835740,836534,1,835740,836534,Y,,836534,836535,836534
865,NC_000964.3,836653,837744,+,BSU07630,nosA,gene,,836653,837744,836653,837744,1,836653,837744,Y,,837744,837745,837744
867,NC_000964.3,838077,838742,+,BSU07650,yflK,gene,,838077,838742,838077,838742,1,838077,838742,Y,,838742,838743,838742
869,NC_000964.3,839062,840126,+,BSU_none_73,S265,ncRNA,,839062,840126,839062,840126,1,839062,840126,Y,,840126,840127,840126
873,NC_000964.3,840656,842014,+,BSU07700,nagP,gene,,840656,842014,840656,842014,1,840656,842014,Y,,842014,842015,842166
875,NC_000964.3,844097,844234,+,BSU07720,yflD,gene,,844097,844234,844097,844234,1,844097,844234,Y,,844645,844646,844645
876,NC_000964.3,844253,844645,+,BSU07735,yflB,gene,,844253,844645,844253,844645,1,844253,844645,Y,,844645,844646,844645
877,NC_000964.3,844770,846185,+,BSU07750,yflA,gene,,844770,846185,844770,846185,1,844770,846185,Y,,846185,846186,846185
882,NC_000964.3,850367,851779,+,BSU07800,treP,gene,,850367,851779,850367,851779,1,850367,851779,Y,,854272,854273,854305
883,NC_000964.3,851850,853535,+,BSU07810,treA,gene,,851850,853535,851850,853535,1,851850,853535,Y,,854272,854273,854305
884,NC_000964.3,853556,854272,+,BSU07820,treR,gene,,853556,854272,853556,854272,1,853556,854272,Y,,854272,854273,854305
885,NC_000964.3,854412,855077,+,BSU07830,yfkO,gene,,854412,855077,854412,855077,1,854412,855077,Y,,855077,855078,855115
887,NC_000964.3,859745,860263,+,BSU07850,yfkM,gene,,859745,860263,859745,860263,1,859745,860263,Y,,860263,860264,860263
890,NC_000964.3,862004,862474,+,BSU07880,yfkJ,gene,,862004,862474,862004,862474,1,862004,862474,Y,,863822,863823,863822
891,NC_000964.3,862492,862812,+,BSU07890,yfkI,gene,,862492,862812,862492,862812,1,862492,862812,Y,,863822,863823,863822
892,NC_000964.3,862836,863663,+,BSU07900,yfkH,gene,,862836,863663,862836,863663,1,862836,863663,Y,,863822,863823,863822
893,NC_000964.3,863715,863822,+,BSU_none_4,S275,gene,,863715,863822,863715,863822,1,863715,863822,Y,,863822,863823,863822
895,NC_000964.3,865205,866260,+,BSU07920,yfkE,gene,,865205,866260,865205,866260,1,865205,866260,Y,,867125,867126,867125
896,NC_000964.3,866331,867125,+,BSU07930,yfkD,gene,,866331,867125,866331,867125,1,866331,867125,Y,,867125,867126,867125
899,NC_000964.3,869273,869458,+,BSU07970,yfjT,gene,,869273,869458,869273,869458,1,869273,869458,Y,,869458,869459,869458
900,NC_000964.3,869559,870350,+,BSU07980,pdaA,gene,,869559,870350,869559,870350,1,869559,870350,Y,,870350,870351,870350
903,NC_000964.3,872425,873288,+,BSU08010,yfjP,gene,,872425,873288,872425,873288,1,872425,873288,Y,,873288,873289,873288
904,NC_000964.3,873402,874802,+,BSU08020,yfjO,gene,,873402,874802,873402,874802,1,873402,874802,Y,,874802,874803,874890
905,NC_000964.3,875428,875694,+,BSU08029,yfzA,gene,,875428,875694,875428,875694,1,875428,875694,Y,,875694,875695,875694
906,NC_000964.3,876426,877403,+,BSU08030,dusC,gene,,876426,877403,876426,877403,1,876426,877403,Y,,877403,877404,877403
907,NC_000964.3,877599,878051,+,BSU08040,yfjM,gene,,877599,878051,877599,878051,1,877599,878051,Y,,878770,878771,878770
908,NC_000964.3,878081,878770,+,BSU08050,yfjL,gene,,878081,878770,878081,878770,1,878081,878770,Y,,878770,878771,878770
909,NC_000964.3,879002,880003,+,BSU08060,acoA,gene,,879002,880003,879002,880003,1,879002,880003,Y,,883642,883643,883642
910,NC_000964.3,880007,881035,+,BSU08070,acoB,gene,,880007,881035,880007,881035,1,880007,881035,Y,,883642,883643,883642
911,NC_000964.3,881049,882245,+,BSU08080,acoC,gene,,881049,882245,881049,882245,1,881049,882245,Y,,883642,883643,883642
912,NC_000964.3,882266,883642,+,BSU08090,acoL,gene,,882266,883642,882266,883642,1,882266,883642,Y,,883642,883643,883642
913,NC_000964.3,883758,885575,+,BSU08100,acoR,gene,,883758,885575,883758,885575,1,883758,885575,Y,,885808,885809,885808
914,NC_000964.3,885629,885808,+,BSU08110,sspH,gene,,885629,885808,885629,885808,1,885629,885808,Y,,885808,885809,885808
918,NC_000964.3,887222,887809,+,BSU_none_74,S283,ncRNA,,887222,887809,887222,887809,1,887222,887809,Y,,887809,887810,887809
922,NC_000964.3,890022,891371,+,BSU08180,malA,gene,,890022,891371,890022,891371,1,890022,891371,Y,,893798,893799,893798
923,NC_000964.3,891436,892200,+,BSU08190,malR,gene,,891436,892200,891436,892200,1,891436,892200,Y,,893798,893799,893798
924,NC_000964.3,892215,893798,+,BSU08200,malP,gene,,892215,893798,892215,893798,1,892215,893798,Y,,893798,893799,893798
925,NC_000964.3,893904,895625,+,BSU08210,malQ,gene,,893904,895625,893904,895625,1,893904,895625,Y,,897433,897434,897433
926,NC_000964.3,895619,897433,+,BSU08220,yfiC,gene,,895619,897433,895619,897433,1,895619,897433,Y,,897433,897434,897433
927,NC_000964.3,897588,897992,+,BSU08230,catD,gene,,897588,897992,897588,897992,1,897588,897992,Y,,899905,899906,899905
928,NC_000964.3,898010,898867,+,BSU08240,catE,gene,,898010,898867,898010,898867,1,898010,898867,Y,,899905,899906,899905
929,NC_000964.3,898961,899905,+,BSU08250,yfiF,gene,,898961,899905,898961,899905,1,898961,899905,Y,,899905,899906,899905
930,NC_000964.3,900080,901528,+,BSU08260,yfiG,gene,,900080,901528,900080,901528,1,900080,901528,Y,,903687,903688,903687
