,SEQ_NAME,START,END,STRAND,FEATURE_NAME,GENE_NAME,ALIASES,DESCRIPTION,TXN_START,TXN_END,CDS_START,CDS_END,EXON_COUNT,EXON_STARTS,EXON_ENDS,ISOFORM_NAME,IS_PRIMARY,Adjusted_Start,UTR_START,UTR_END
2213,NC_000964.3,2154077,2154250,-,BSU19880,yotH,gene,,2154077,2154250,2154077,2154250,1,2154077,2154250,Y,,2153171,2153170,2153171
2214,NC_000964.3,2154266,2154583,-,BSU19890,yotG,gene,,2154266,2154583,2154266,2154583,1,2154266,2154583,Y,,2153171,2153170,2153171
2215,NC_000964.3,2154596,2154673,-,BSU19900,yotF,gene,,2154596,2154673,2154596,2154673,1,2154596,2154673,Y,,2153171,2153170,2153171
2216,NC_000964.3,2154705,2154851,-,BSU19910,yotE,gene,,2154705,2154851,2154705,2154851,1,2154705,2154851,Y,,2153171,2153170,2153171
2217,NC_000964.3,2154887,2155018,-,BSU19920,yotD,gene,,2154887,2155018,2154887,2155018,1,2154887,2155018,Y,,2153171,2153170,2153171
2218,NC_000964.3,2155058,2155249,-,BSU19930,yotC,gene,,2155058,2155249,2155058,2155249,1,2155058,2155249,Y,,2153171,2153170,2153171
2219,NC_000964.3,2155293,2156120,-,BSU19940,yotB,gene,,2155293,2156120,2155293,2156120,1,2155293,2156120,Y,,2153171,2153170,2153171
2221,NC_000964.3,2156757,2157110,-,BSU19970,yosX,gene,,2156757,2157110,2156757,2157110,1,2156757,2157110,Y,,2156757,2156756,2156757
2222,NC_000964.3,2157341,2157682,-,BSU19980,yosW,gene,,2157341,2157682,2157341,2157682,1,2157341,2157682,Y,,2157341,2157340,2157341
2223,NC_000964.3,2157829,2158119,-,BSU19990,yosV,gene,,2157829,2158119,2157829,2158119,1,2157829,2158119,Y,,2157829,2157828,2157829
2224,NC_000964.3,2158120,2158287,-,BSU19999,yojW,gene,,2158120,2158287,2158120,2158287,1,2158120,2158287,Y,,2157829,2157828,2157829
2226,NC_000964.3,2158724,2159173,-,BSU20010,yosT,gene,,2158724,2159173,2158724,2159173,1,2158724,2159173,Y,,2158724,2158723,2158724
2227,NC_000964.3,2159268,2159696,-,BSU20020,yosS,gene,,2159268,2159696,2159268,2159696,1,2159268,2159696,Y,,2158724,2158723,2158724
2228,NC_000964.3,2159742,2159984,-,BSU20030,yosR,gene,,2159742,2159984,2159742,2159984,1,2159742,2159984,Y,,2158724,2158723,2158724
2229,NC_000964.3,2159981,2161778,-,BSU20040,yosP,gene,,2159981,2161778,2159981,2161778,1,2159981,2161778,Y,,2160565,2160564,2160565
2230,NC_000964.3,2160565,2161086,-,BSU20050,yosQ,gene,,2160565,2161086,2160565,2161086,1,2160565,2161086,Y,,2160565,2160564,2160565
2231,NC_000964.3,2162108,2165614,-,BSU20060,nrdEB,gene,,2162108,2165614,2162108,2165614,1,2162108,2165614,Y,,2162108,2162107,2162108
2232,NC_000964.3,2165577,2165966,-,BSU20070,yosM,gene,,2165577,2165966,2165577,2165966,1,2165577,2165966,Y,,2162108,2162107,2162108
2233,NC_000964.3,2165972,2166325,-,BSU20080,yosL,gene,,2165972,2166325,2165972,2166325,1,2165972,2166325,Y,,2162108,2162107,2162108
2234,NC_000964.3,2166413,2166613,-,BSU20090,yosK,gene,,2166413,2166613,2166413,2166613,1,2166413,2166613,Y,,2162108,2162107,2162108
2235,NC_000964.3,2166658,2166852,-,BSU20100,yosJ,gene,,2166658,2166852,2166658,2166852,1,2166658,2166852,Y,,2162108,2162107,2162108
2236,NC_000964.3,2166873,2167007,-,BSU20110,yosI,gene,,2166873,2167007,2166873,2167007,1,2166873,2167007,Y,,2162108,2162107,2162108
2237,NC_000964.3,2167039,2167509,-,BSU20120,yosH,gene,,2167039,2167509,2167039,2167509,1,2167039,2167509,Y,,2162108,2162107,2162108
2238,NC_000964.3,2167570,2167932,-,BSU20130,yosG,gene,,2167570,2167932,2167570,2167932,1,2167570,2167932,Y,,2162108,2162107,2162108
2239,NC_000964.3,2167975,2168100,-,BSU20140,yosF,gene,,2167975,2168100,2167975,2168100,1,2167975,2168100,Y,,2162108,2162107,2162108
2240,NC_000964.3,2168114,2168461,-,BSU20150,yosE,gene,,2168114,2168461,2168114,2168461,1,2168114,2168461,Y,,2162108,2162107,2162108
2241,NC_000964.3,2168476,2168871,-,BSU20160,yosD,gene,,2168476,2168871,2168476,2168871,1,2168476,2168871,Y,,2162108,2162107,2162108
2242,NC_000964.3,2168910,2169452,-,BSU20170,yosC,gene,,2168910,2169452,2168910,2169452,1,2168910,2169452,Y,,2162108,2162107,2162108
2243,NC_000964.3,2169497,2169676,-,BSU20180,yosB,gene,,2169497,2169676,2169497,2169676,1,2169497,2169676,Y,,2162108,2162107,2162108
2245,NC_000964.3,2170030,2170242,-,BSU20200,yorZ,gene,,2170030,2170242,2170030,2170242,1,2170030,2170242,Y,,2170030,2170029,2170030
2246,NC_000964.3,2170309,2170491,-,BSU20210,yorY,gene,,2170309,2170491,2170309,2170491,1,2170309,2170491,Y,,2170030,2170029,2170030
2247,NC_000964.3,2170504,2170731,-,BSU20220,yorX,gene,,2170504,2170731,2170504,2170731,1,2170504,2170731,Y,,2170030,2170029,2170030
2248,NC_000964.3,2170771,2171136,-,BSU20230,yorW,gene,,2170771,2171136,2170771,2171136,1,2170771,2171136,Y,,2170030,2170029,2170030
2249,NC_000964.3,2171139,2171357,-,BSU20240,yorV,gene,,2171139,2171357,2171139,2171357,1,2171139,2171357,Y,,2170030,2170029,2170030
2250,NC_000964.3,2171401,2172732,-,BSU20250,mtbP,gene,,2171401,2172732,2171401,2172732,1,2171401,2172732,Y,,2170030,2170029,2170030
2251,NC_000964.3,2172781,2172900,-,BSU20260,yorT,gene,,2172781,2172900,2172781,2172900,1,2172781,2172900,Y,,2170030,2170029,2170030
2252,NC_000964.3,2172932,2173450,-,BSU20270,yorS,gene,,2172932,2173450,2172932,2173450,1,2172932,2173450,Y,,2170030,2170029,2170030
2253,NC_000964.3,2173459,2173956,-,BSU20280,yorR,gene,,2173459,2173956,2173459,2173956,1,2173459,2173956,Y,,2170030,2170029,2170030
2254,NC_000964.3,2173956,2174111,-,BSU20290,yorQ,gene,,2173956,2174111,2173956,2174111,1,2173956,2174111,Y,,2170030,2170029,2170030
2255,NC_000964.3,2174104,2174319,-,BSU20300,yorP,gene,,2174104,2174319,2174104,2174319,1,2174104,2174319,Y,,2170030,2170029,2170030
2256,NC_000964.3,2174352,2174549,-,BSU20310,yorO,gene,,2174352,2174549,2174352,2174549,1,2174352,2174549,Y,,2170030,2170029,2170030
2257,NC_000964.3,2174585,2174734,-,BSU20320,yorN,gene,,2174585,2174734,2174585,2174734,1,2174585,2174734,Y,,2170030,2170029,2170030
2258,NC_000964.3,2174852,2175568,-,BSU20330,yorM,gene,,2174852,2175568,2174852,2175568,1,2174852,2175568,Y,,2174852,2174851,2174852
2259,NC_000964.3,2175596,2179513,-,BSU20340,yorL,gene,,2175596,2179513,2175596,2179513,1,2175596,2179513,Y,,2174852,2174851,2174852
2260,NC_000964.3,2179526,2181256,-,BSU20350,yorK,gene,,2179526,2181256,2179526,2181256,1,2179526,2181256,Y,,2174852,2174851,2174852
2261,NC_000964.3,2181256,2182392,-,BSU20360,yorJ,gene,,2181256,2182392,2181256,2182392,1,2181256,2182392,Y,,2174852,2174851,2174852
2262,NC_000964.3,2182408,2183922,-,BSU20370,yorI,gene,,2182408,2183922,2182408,2183922,1,2182408,2183922,Y,,2174852,2174851,2174852
2263,NC_000964.3,2183937,2184407,-,BSU20380,yorH,gene,,2183937,2184407,2183937,2184407,1,2183937,2184407,Y,,2174852,2174851,2174852
2264,NC_000964.3,2184450,2185421,-,BSU20390,yorG,gene,,2184450,2185421,2184450,2185421,1,2184450,2185421,Y,,2174852,2174851,2174852
2265,NC_000964.3,2185504,2186418,-,BSU20400,yorF,gene,,2185504,2186418,2185504,2186418,1,2185504,2186418,Y,,2174852,2174851,2174852
2266,NC_000964.3,2186440,2186811,-,BSU20410,yorE,gene,,2186440,2186811,2186440,2186811,1,2186440,2186811,Y,,2174852,2174851,2174852
2267,NC_000964.3,2186985,2187299,-,BSU20420,yorD,gene,,2186985,2187299,2186985,2187299,1,2186985,2187299,Y,,2186985,2186984,2186985
2268,NC_000964.3,2187376,2187756,-,BSU20430,yorC,gene,,2187376,2187756,2187376,2187756,1,2187376,2187756,Y,,2186985,2186984,2186985
2269,NC_000964.3,2187819,2188115,-,BSU20440,yorB,gene,,2187819,2188115,2187819,2188115,1,2187819,2188115,Y,,2186985,2186984,2186985
2270,NC_000964.3,2188204,2189964,-,BSU20450,yorA,gene,,2188204,2189964,2188204,2189964,1,2188204,2189964,Y,,2186985,2186984,2186985
2271,NC_000964.3,2189961,2190785,-,BSU20460,yoqZ,gene,,2189961,2190785,2189961,2190785,1,2189961,2190785,Y,,2186985,2186984,2186985
2272,NC_000964.3,2190884,2191279,-,BSU20470,yoqY,gene,,2190884,2191279,2190884,2191279,1,2190884,2191279,Y,,2186985,2186984,2186985
2273,NC_000964.3,2191334,2191555,-,BSU20480,yoqX,gene,,2191334,2191555,2191334,2191555,1,2191334,2191555,Y,,2186985,2186984,2186985
2276,NC_000964.3,2193248,2193661,-,BSU20510,yoqU,gene,,2193248,2193661,2193248,2193661,1,2193248,2193661,Y,,2193248,2193247,2193248
2278,NC_000964.3,2194053,2194400,-,BSU20530,yoqS,gene,,2194053,2194400,2194053,2194400,1,2194053,2194400,Y,,2194053,2194052,2194053
2279,NC_000964.3,2194402,2194758,-,BSU20540,yoqR,gene,,2194402,2194758,2194402,2194758,1,2194402,2194758,Y,,2194053,2194052,2194053
2280,NC_000964.3,2194718,2195059,-,BSU20550,yoqP,gene,,2194718,2195059,2194718,2195059,1,2194718,2195059,Y,,2194053,2194052,2194053
2282,NC_000964.3,2195564,2195782,-,BSU20570,yoqN,gene,,2195564,2195782,2195564,2195782,1,2195564,2195782,Y,,2195564,2195563,2195564
2284,NC_000964.3,2196389,2197081,-,BSU20590,yoqL,gene,,2196389,2197081,2196389,2197081,1,2196389,2197081,Y,,2196389,2196388,2196389
2285,NC_000964.3,2197121,2197324,-,BSU20600,yoqK,gene,,2197121,2197324,2197121,2197324,1,2197121,2197324,Y,,2196389,2196388,2196389
2286,NC_000964.3,2197344,2197859,-,BSU20610,yoqJ,gene,,2197344,2197859,2197344,2197859,1,2197344,2197859,Y,,2196389,2196388,2196389
2287,NC_000964.3,2198070,2198264,-,BSU20620,yoqI,gene,,2198070,2198264,2198070,2198264,1,2198070,2198264,Y,,2198070,2198069,2198070
2288,NC_000964.3,2198313,2198765,-,BSU20630,yoqH,gene,,2198313,2198765,2198313,2198765,1,2198313,2198765,Y,,2198070,2198069,2198070
2289,NC_000964.3,2198848,2199105,-,BSU20640,yoqG,gene,,2198848,2199105,2198848,2199105,1,2198848,2199105,Y,,2198070,2198069,2198070
2290,NC_000964.3,2199150,2199353,-,BSU20650,yoqF,gene,,2199150,2199353,2199150,2199353,1,2199150,2199353,Y,,2198070,2198069,2198070
2291,NC_000964.3,2199362,2199526,-,BSU20660,yoqE,gene,,2199362,2199526,2199362,2199526,1,2199362,2199526,Y,,2198070,2198069,2198070
2292,NC_000964.3,2199580,2200335,-,BSU20670,yoqD,gene,,2199580,2200335,2199580,2200335,1,2199580,2200335,Y,,2198070,2198069,2198070
2293,NC_000964.3,2200376,2200783,-,BSU20680,yoqC,gene,,2200376,2200783,2200376,2200783,1,2200376,2200783,Y,,2198070,2198069,2198070
2294,NC_000964.3,2200790,2201128,-,BSU20690,yoqB,gene,,2200790,2201128,2200790,2201128,1,2200790,2201128,Y,,2198070,2198069,2198070
2295,NC_000964.3,2201125,2201475,-,BSU20700,yoqA,gene,,2201125,2201475,2201125,2201475,1,2201125,2201475,Y,,2198070,2198069,2198070
2296,NC_000964.3,2201488,2201691,-,BSU20710,yopZ,gene,,2201488,2201691,2201488,2201691,1,2201488,2201691,Y,,2198070,2198069,2198070
2297,NC_000964.3,2201705,2201983,-,BSU20720,yopY,gene,,2201705,2201983,2201705,2201983,1,2201705,2201983,Y,,2198070,2198069,2198070
2298,NC_000964.3,2201980,2202384,-,BSU20730,yopX,gene,,2201980,2202384,2201980,2202384,1,2201980,2202384,Y,,2198070,2198069,2198070
2299,NC_000964.3,2202381,2202716,-,BSU20740,yopW,gene,,2202381,2202716,2202381,2202716,1,2202381,2202716,Y,,2198070,2198069,2198070
2300,NC_000964.3,2202805,2202999,-,BSU20750,yopV,gene,,2202805,2202999,2202805,2202999,1,2202805,2202999,Y,,2198070,2198069,2198070
2301,NC_000964.3,2203111,2203308,-,BSU20760,yopU,gene,,2203111,2203308,2203111,2203308,1,2203111,2203308,Y,,2203111,2203110,2203111
2302,NC_000964.3,2203378,2203596,-,BSU20770,yopT,gene,,2203378,2203596,2203378,2203596,1,2203378,2203596,Y,,2203111,2203110,2203111
2304,NC_000964.3,2204192,2205169,-,BSU20790,yopR,gene,,2204192,2205169,2204192,2205169,1,2204192,2205169,Y,,2204192,2204191,2204192
2305,NC_000964.3,2205193,2206575,-,BSU20800,yopQ,gene,,2205193,2206575,2205193,2206575,1,2205193,2206575,Y,,2204192,2204191,2204192
2306,NC_000964.3,2206682,2207758,-,BSU20810,yopP,gene,,2206682,2207758,2206682,2207758,1,2206682,2207758,Y,,2206682,2206681,2206682
2307,NC_000964.3,2207748,2207960,-,BSU20820,yopO,gene,,2207748,2207960,2207748,2207960,1,2207748,2207960,Y,,2206682,2206681,2206682
2308,NC_000964.3,2208008,2208325,-,BSU20830,yopN,gene,,2208008,2208325,2208008,2208325,1,2208008,2208325,Y,,2206682,2206681,2206682
2309,NC_000964.3,2208328,2208528,-,BSU20840,yopM,gene,,2208328,2208528,2208328,2208528,1,2208328,2208528,Y,,2206682,2206681,2206682
2311,NC_000964.3,2208855,2208980,-,BSU20850,yopL,gene,,2208855,2208980,2208855,2208980,1,2208855,2208980,Y,,2208855,2208854,2208855
2312,NC_000964.3,2208994,2210154,-,BSU20860,yopK,gene,,2208994,2210154,2208994,2210154,1,2208994,2210154,Y,,2208855,2208854,2208855
2313,NC_000964.3,2210331,2210747,-,BSU20870,yopJ,gene,,2210331,2210747,2210331,2210747,1,2210331,2210747,Y,,2210331,2210330,2210331
2314,NC_000964.3,2210749,2211282,-,BSU20880,yopI,gene,,2210749,2211282,2210749,2211282,1,2210749,2211282,Y,,2210331,2210330,2210331
2315,NC_000964.3,2211309,2211845,-,BSU20890,yopH,gene,,2211309,2211845,2211309,2211845,1,2211309,2211845,Y,,2210331,2210330,2210331
2316,NC_000964.3,2211884,2212015,-,BSU20900,yopG,gene,,2211884,2212015,2211884,2212015,1,2211884,2212015,Y,,2210331,2210330,2210331
2317,NC_000964.3,2212026,2212241,-,BSU20910,yopF,gene,,2212026,2212241,2212026,2212241,1,2212026,2212241,Y,,2210331,2210330,2210331
2318,NC_000964.3,2212245,2212496,-,BSU20920,yopE,gene,,2212245,2212496,2212245,2212496,1,2212245,2212496,Y,,2210331,2210330,2210331
2321,NC_000964.3,2213083,2213478,-,BSU20930,yopD,gene,,2213083,2213478,2213083,2213478,1,2213083,2213478,Y,,2213083,2213082,2213083
2322,NC_000964.3,2213536,2214864,-,BSU20940,yopC,gene,,2213536,2214864,2213536,2214864,1,2213536,2214864,Y,,2213083,2213082,2213083
2323,NC_000964.3,2214972,2215199,-,BSU20950,yopB,gene,,2214972,2215199,2214972,2215199,1,2214972,2215199,Y,,2214972,2214971,2214972
2324,NC_000964.3,2215460,2216776,-,BSU20960,yopA,gene,,2215460,2216776,2215460,2216776,1,2215460,2216776,Y,,2215460,2215459,2215460
2325,NC_000964.3,2217133,2217639,-,BSU20970,yonX,gene,,2217133,2217639,2217133,2217639,1,2217133,2217639,Y,,2217133,2217132,2217133
2326,NC_000964.3,2217967,2219199,-,BSU20980,yonV,gene,,2217967,2219199,2217967,2219199,1,2217967,2219199,Y,,2217967,2217966,2217967
2327,NC_000964.3,2219281,2219469,-,BSU20990,yonU,gene,,2219281,2219469,2219281,2219469,1,2219281,2219469,Y,,2217967,2217966,2217967
2328,NC_000964.3,2219514,2219765,-,BSU20999,yoyJ,gene,,2219514,2219765,2219514,2219765,1,2219514,2219765,Y,,2217967,2217966,2217967
2329,NC_000964.3,2219784,2219960,-,BSU21000,yonT,gene,,2219784,2219960,2219784,2219960,1,2219784,2219960,Y,,2217967,2217966,2217967
2330,NC_000964.3,2220335,2220946,-,BSU21010,yonS,gene,,2220335,2220946,2220335,2220946,1,2220335,2220946,Y,,2220335,2220334,2220335
2331,NC_000964.3,2221061,2221387,-,BSU21020,yonR,gene,,2221061,2221387,2221061,2221387,1,2221061,2221387,Y,,2221061,2221060,2221061
2339,NC_000964.3,2228756,2229166,-,BSU21080,yonI,gene,,2228756,2229166,2228756,2229166,1,2228756,2229166,Y,,2228756,2228755,2228756
2363,NC_000964.3,2246151,2246480,-,BSU21310,yozP,gene,,2246151,2246480,2246151,2246480,1,2246151,2246480,Y,,2246151,2246150,2246151
2364,NC_000964.3,2246656,2247342,-,BSU21320,yomL,gene,,2246656,2247342,2246656,2247342,1,2246656,2247342,Y,,2246656,2246655,2246656
2365,NC_000964.3,2247367,2247543,-,BSU21329,youB,gene,,2247367,2247543,2247367,2247543,1,2247367,2247543,Y,,2246656,2246655,2246656
2378,NC_000964.3,2265225,2265671,-,BSU21440,bdbB,gene,,2265225,2265671,2265225,2265671,1,2265225,2265671,Y,,2265225,2265224,2265225
2379,NC_000964.3,2265668,2266936,-,BSU21450,yolJ,gene,,2265668,2266936,2265668,2266936,1,2265668,2266936,Y,,2265225,2265224,2265225
2380,NC_000964.3,2266936,2267349,-,BSU21460,bdbA,gene,,2266936,2267349,2266936,2267349,1,2266936,2267349,Y,,2265225,2265224,2265225
2381,NC_000964.3,2267346,2269463,-,BSU21470,sunT,gene,,2267346,2269463,2267346,2269463,1,2267346,2269463,Y,,2265225,2265224,2265225
2382,NC_000964.3,2269521,2269691,-,BSU21480,sunA,gene,,2269521,2269691,2269521,2269691,1,2269521,2269691,Y,,2265225,2265224,2265225
2383,NC_000964.3,2269988,2270305,-,BSU21490,sunI,gene,,2269988,2270305,2269988,2270305,1,2269988,2270305,Y,,2269988,2269987,2269946
2384,NC_000964.3,2270407,2271657,-,BSU21500,uvrX,gene,,2270407,2271657,2270407,2271657,1,2270407,2271657,Y,,2270407,2270406,2270407
2385,NC_000964.3,2271650,2271982,-,BSU21510,yolD,gene,,2271650,2271982,2271650,2271982,1,2271650,2271982,Y,,2270407,2270406,2270407
2387,NC_000964.3,2272534,2272890,-,BSU21530,yolB,gene,,2272534,2272890,2272534,2272890,1,2272534,2272890,Y,,2272534,2272533,2272488
2388,NC_000964.3,2272896,2273363,-,BSU21540,yolA,gene,,2272896,2273363,2272896,2273363,1,2272896,2273363,Y,,2272534,2272533,2272488
2391,NC_000964.3,2273989,2274522,-,BSU21550,yokL,gene,,2273989,2274522,2273989,2274522,1,2273989,2274522,Y,,2273989,2273988,2273703
2392,NC_000964.3,2274558,2275136,-,BSU21560,yokK,gene,,2274558,2275136,2274558,2275136,1,2274558,2275136,Y,,2273989,2273988,2273703
2393,NC_000964.3,2275200,2275697,-,BSU21570,yokJ,gene,,2275200,2275697,2275200,2275697,1,2275200,2275697,Y,,2273989,2273988,2273703
2394,NC_000964.3,2275706,2277421,-,BSU21580,yokI,gene,,2275706,2277421,2275706,2277421,1,2275706,2277421,Y,,2273989,2273988,2273703
2395,NC_000964.3,2277521,2278078,-,BSU21590,yokH,gene,,2277521,2278078,2277521,2278078,1,2277521,2278078,Y,,2277521,2277520,2277521
2396,NC_000964.3,2278602,2279675,-,BSU21600,yokG,gene,,2278602,2279675,2278602,2279675,1,2278602,2279675,Y,,2278602,2278601,2278602
2400,NC_000964.3,2282505,2282639,-,BSU_none_25,S814,gene,,2282505,2282639,2282505,2282639,1,2282505,2282639,Y,,2282505,2282504,2282505
2401,NC_000964.3,2283136,2283651,-,BSU21640,yokC,gene,,2283136,2283651,2283136,2283651,1,2283136,2283651,Y,,2283136,2283135,2283136
2402,NC_000964.3,2283858,2284568,-,BSU21650,yokB,gene,,2283858,2284568,2283858,2284568,1,2283858,2284568,Y,,2283858,2283857,2283858
2404,NC_000964.3,2287097,2287528,-,BSU21680,yppQ,gene,,2287097,2287528,2287097,2287528,1,2287097,2287528,Y,,2287097,2287096,2287097
2405,NC_000964.3,2287529,2288062,-,BSU21690,msrA,gene,,2287529,2288062,2287529,2288062,1,2287529,2288062,Y,,2287097,2287096,2287097
2407,NC_000964.3,2288669,2290006,-,BSU21710,dinF,gene,,2288669,2290006,2288669,2290006,1,2288669,2290006,Y,,2288669,2288668,2288669
2408,NC_000964.3,2290078,2290272,-,BSU21720,ypmT,gene,,2290078,2290272,2290078,2290272,1,2290078,2290272,Y,,2288669,2288668,2288669
2409,NC_000964.3,2290285,2290848,-,BSU21730,ypmS,gene,,2290285,2290848,2290285,2290848,1,2290285,2290848,Y,,2288669,2288668,2288669
2410,NC_000964.3,2290858,2291625,-,BSU21740,ypmR,gene,,2290858,2291625,2290858,2291625,1,2290858,2291625,Y,,2288669,2288668,2288669
2411,NC_000964.3,2291703,2292284,-,BSU21750,scuA,gene,,2291703,2292284,2291703,2292284,1,2291703,2292284,Y,,2288669,2288668,2288669
2412,NC_000964.3,2292432,2292683,-,BSU21760,ypmP,gene,,2292432,2292683,2292432,2292683,1,2292432,2292683,Y,,2292432,2292431,2292432
2413,NC_000964.3,2292769,2294037,-,BSU21770,ilvA,gene,,2292769,2294037,2292769,2294037,1,2292769,2294037,Y,,2292432,2292431,2292432
2416,NC_000964.3,2295982,2296602,-,BSU21800,ypkP,gene,,2295982,2296602,2295982,2296602,1,2295982,2296602,Y,,2295982,2295981,2295982
2417,NC_000964.3,2296603,2297109,-,BSU21810,dfrA,gene,,2296603,2297109,2296603,2297109,1,2296603,2297109,Y,,2295982,2295981,2295982
2418,NC_000964.3,2297106,2297900,-,BSU21820,thyB,gene,,2297106,2297900,2297106,2297900,1,2297106,2297900,Y,,2295982,2295981,2295982
2419,NC_000964.3,2297984,2298517,-,BSU21830,ypjQ,gene,,2297984,2298517,2297984,2298517,1,2297984,2298517,Y,,2295982,2295981,2295982
2420,NC_000964.3,2298535,2299146,-,BSU21840,ypjP,gene,,2298535,2299146,2298535,2299146,1,2298535,2299146,Y,,2295982,2295981,2295982
2422,NC_000964.3,2299406,2300179,-,BSU21850,ypiP,gene,,2299406,2300179,2299406,2300179,1,2299406,2300179,Y,,2299406,2299405,2299406
2423,NC_000964.3,2300221,2300655,-,BSU21860,yphP,gene,,2300221,2300655,2300221,2300655,1,2300221,2300655,Y,,2299406,2299405,2299406
2424,NC_000964.3,2300762,2302438,-,BSU21870,ilvD,gene,,2300762,2302438,2300762,2302438,1,2300762,2302438,Y,,2300762,2300761,2300660
2425,NC_000964.3,2302727,2303860,-,BSU21880,ypgR,gene,,2302727,2303860,2302727,2303860,1,2302727,2303860,Y,,2302727,2302726,2302727
2426,NC_000964.3,2303920,2304537,-,BSU21890,ypgQ,gene,,2303920,2304537,2303920,2304537,1,2303920,2304537,Y,,2302727,2302726,2302727
2427,NC_000964.3,2304553,2305035,-,BSU21900,bsaA,gene,,2304553,2305035,2304553,2305035,1,2304553,2305035,Y,,2302727,2302726,2302727
2430,NC_000964.3,2306683,2307712,-,BSU_none_121,S827,ncRNA,,2306683,2307712,2306683,2307712,1,2306683,2307712,Y,,2306683,2306682,2306683
2432,NC_000964.3,2308157,2308339,-,BSU21940,degR,gene,,2308157,2308339,2308157,2308339,1,2308157,2308339,Y,,2308157,2308156,2308157
2434,NC_000964.3,2308792,2308974,-,BSU21960,ypeQ,gene,,2308792,2308974,2308792,2308974,1,2308792,2308974,Y,,2308792,2308791,2308792
2435,NC_000964.3,2308967,2309647,-,BSU21970,ypeP,gene,,2308967,2309647,2308967,2309647,1,2308967,2309647,Y,,2308792,2308791,2308792
2439,NC_000964.3,2310995,2311885,-,BSU22010,exoA,gene,,2310995,2311885,2310995,2311885,1,2310995,2311885,Y,,2310995,2310994,2310995
2440,NC_000964.3,2311986,2312132,-,BSU22019,ypzF,gene,,2311986,2312132,2311986,2312132,1,2311986,2312132,Y,,2311986,2311985,2311986
2441,NC_000964.3,2312207,2312464,-,BSU22020,ypbS,gene,,2312207,2312464,2312207,2312464,1,2312207,2312464,Y,,2311986,2311985,2311986
2442,NC_000964.3,2312529,2316110,-,BSU22030,ypbR,gene,,2312529,2316110,2312529,2316110,1,2312529,2316110,Y,,2311986,2311985,2311986
2443,NC_000964.3,2316227,2316424,-,BSU_none_122,S834,ncRNA,,2316227,2316424,2316227,2316424,1,2316227,2316424,Y,,2316227,2316226,2316227
2444,NC_000964.3,2316446,2316952,-,BSU22040,ypbQ,gene,,2316446,2316952,2316446,2316952,1,2316446,2316952,Y,,2316227,2316226,2316227
2445,NC_000964.3,2316956,2318053,-,BSU22050,bcsA,gene,,2316956,2318053,2316956,2318053,1,2316956,2318053,Y,,2316227,2316226,2316227
2446,NC_000964.3,2318127,2319443,-,BSU22060,pbuX,gene,,2318127,2319443,2318127,2319443,1,2318127,2319443,Y,,2316227,2316226,2316227
2447,NC_000964.3,2319440,2320024,-,BSU22070,xpt,gene,,2319440,2320024,2319440,2320024,1,2319440,2320024,Y,,2316227,2316226,2316227
2448,NC_000964.3,2320355,2321860,-,BSU22080,ypwA,gene,,2320355,2321860,2320355,2321860,1,2320355,2321860,Y,,2320355,2320354,2320355
2449,NC_000964.3,2321972,2322964,-,BSU22090,kdgT,gene,,2321972,2322964,2321972,2322964,1,2321972,2322964,Y,,2321972,2321971,2321972
2450,NC_000964.3,2323009,2323599,-,BSU22100,kdgA,gene,,2323009,2323599,2323009,2323599,1,2323009,2323599,Y,,2321972,2321971,2321972
2451,NC_000964.3,2323601,2324575,-,BSU22110,kdgK,gene,,2323601,2324575,2323601,2324575,1,2323601,2324575,Y,,2321972,2321971,2321972
2452,NC_000964.3,2324613,2325632,-,BSU22120,kdgR,gene,,2324613,2325632,2324613,2325632,1,2324613,2325632,Y,,2321972,2321971,2321972
2455,NC_000964.3,2327488,2329413,-,BSU22150,ypvA,gene,,2327488,2329413,2327488,2329413,1,2327488,2329413,Y,,2327488,2327487,2327451
2456,NC_000964.3,2329515,2329706,-,BSU22160,yptA,gene,,2329515,2329706,2329515,2329706,1,2329515,2329706,Y,,2329515,2329514,2329515
2458,NC_000964.3,2330075,2331232,-,BSU22170,ypsC,gene,,2330075,2331232,2330075,2331232,1,2330075,2331232,Y,,2330075,2330074,2330075
2459,NC_000964.3,2331779,2332075,-,BSU22180,ypsB,gene,,2331779,2332075,2331779,2332075,1,2331779,2332075,Y,,2331779,2331778,2331320
2460,NC_000964.3,2332153,2332782,-,BSU22190,ypsA,gene,,2332153,2332782,2332153,2332782,1,2332153,2332782,Y,,2331779,2331778,2331320
2461,NC_000964.3,2332784,2333011,-,BSU22200,cotD,gene,,2332784,2333011,2332784,2333011,1,2332784,2333011,Y,,2331779,2331778,2331320
2462,NC_000964.3,2333324,2334565,-,BSU22210,yprB,gene,,2333324,2334565,2333324,2334565,1,2333324,2334565,Y,,2333324,2333323,2333324
2463,NC_000964.3,2334581,2336830,-,BSU22220,yprA,gene,,2334581,2336830,2334581,2336830,1,2334581,2336830,Y,,2333324,2333323,2333324
2464,NC_000964.3,2336933,2337439,-,BSU22230,ypqE,gene,,2336933,2337439,2336933,2337439,1,2336933,2337439,Y,,2336933,2336932,2336933
2466,NC_000964.3,2338017,2338394,-,BSU22250,yppG,gene,,2338017,2338394,2338017,2338394,1,2338017,2338394,Y,,2338017,2338016,2338017
